RATE,ID,YEAR,CITY,STATE,MKT_TIER
204,222898,2017,Greenwood,IN,
169,223110,2017,Jersey City,NJ,
81,223121,2017,Southgate,MI,
109,224216,2017,Birmingham,MI,
107,224219,2017,Kennesaw,GA,
72,224547,2017,Tucson,AZ,
159,224714,2017,Santa Barbara,CA,
249,224739,2017,New York,NY,
400,224739,2018,New York,NY,
450,224739,2019,New York,NY,
299,224882,2017,Livingston,NJ,
293,224882,2018,Livingston,NJ,
319,224882,2019,Livingston,NJ,
235,225254,2017,New York,NY,
150,226753,2019,Saint Louis,MO,
291,227035,2017,San Francisco,CA,
319,227035,2018,San Francisco,CA,
345,227035,2019,San Francisco,CA,
289,228433,2018,Cambridge,MA,
107,228535,2019,Allentown,PA,
174.33,228536,2017,New York,NY,
267.5,228536,2018,New York,NY,
139,228539,2019,Irving,TX,
999,235708,2019,Healdsburg,CA,
122,235772,2017,Los Gatos,CA,
125,235772,2018,Los Gatos,CA,
125,235772,2019,Los Gatos,CA,
153,235831,2019,Dallas,TX,
228,236632,2017,Chicago,IL,
250,237055,2017,Billings,MT,
112,237096,2019,Jacksonville,FL,
172,237272,2017,Phoenix,AZ,
999,237272,2018,Phoenix,AZ,
155,237272,2019,Phoenix,AZ,
142,237292,2019,Dallas,TX,
211,237293,2018,Southlake,TX,
199,237293,2019,Southlake,TX,
170,237611,2018,Austin,TX,
170,237611,2019,Austin,TX,
197,237612,2019,Naples,FL,
101,237761,2017,Fargo,ND,
119,237771,2018,East Syracuse,NY,
124,237771,2019,East Syracuse,NY,
118,237778,2019,South Plainfield,NJ,
149.5,237782,2017,Sacramento,CA,
122,237784,2019,Sacramento,CA,
109,237805,2017,Salt Lake City,UT,
149,237807,2017,Salt Lake City,UT,
112,237808,2019,Salt Lake City,UT,
185,237809,2017,Salt Lake City,UT,
183,237809,2018,Salt Lake City,UT,
156,237809,2019,Salt Lake City,UT,
119,237811,2019,Salisbury,NC,
132,237823,2017,Santa Cruz,CA,
151,237823,2019,Santa Cruz,CA,
279,237824,2017,San Jose,CA,
319,237825,2017,Santa Clara,CA,
323,237825,2019,Santa Clara,CA,
254,237826,2017,Mountain View,CA,
284,237826,2019,Mountain View,CA,
162,237828,2017,Gilroy,CA,
168,237828,2019,Gilroy,CA,
306,237829,2019,Cupertino,CA,
279,237830,2019,San Jose,CA,
99,237835,2018,Shreveport,LA,
231,237855,2017,South San Francisco,CA,
232,237855,2018,South San Francisco,CA,
233,237855,2019,South San Francisco,CA,
165,237856,2017,San Rafael,CA,
164,237856,2019,San Rafael,CA,
174,237857,2017,Walnut Creek,CA,
275,237858,2018,San Mateo,CA,
205,237859,2017,Milpitas,CA,
190,237863,2017,South San Francisco,CA,
199,237863,2019,South San Francisco,CA,
195,237864,2019,Fremont,CA,
125,237868,2017,Spartanburg,SC,
329,237876,2017,Santa Clara,CA,
183,237879,2017,Irvine,CA,
179,237879,2018,Irvine,CA,
159,237879,2019,Irvine,CA,
151,237880,2018,Foothill Ranch,CA,
121,237881,2017,Garden Grove,CA,
122,237881,2018,Garden Grove,CA,
125,237881,2019,Garden Grove,CA,
145,237882,2017,Santa Ana,CA,
349,237883,2017,Anaheim,CA,
137,237883,2019,Anaheim,CA,
440.33,237884,2018,Costa Mesa,CA,
167,237884,2019,Costa Mesa,CA,
132,237885,2017,Orange,CA,
119,237887,2017,O'fallon,IL,
129,237897,2017,Spokane,WA,
130,237897,2018,Spokane,WA,
139,237900,2018,St. Louis,MO,
113,237900,2019,Saint Louis,MO,
136,237902,2019,Bridgeton,MO,
112,237908,2019,Fishkill,NY,
139,237912,2017,St. Louis,MO,
132,237912,2019,Saint Louis,MO,
149,237914,2018,Santa Ana,CA,
119,237917,2017,Sioux City,IA,
94,237920,2017,Maryland Heights,MO,
99,237920,2019,Maryland Heights,MO,
155,237923,2019,Santa Ana,CA,
127,237927,2017,St. Louis,MO,
128,237927,2018,St. Louis,MO,
135,237928,2018,St. Louis,MO,
123,237928,2019,Saint Louis,MO,
138,237938,2018,Rancho Cordova,CA,
119,237942,2017,East Syracuse,NY,
116,237942,2018,East Syracuse,NY,
129,237943,2017,Santa Rosa,CA,
107,237945,2019,Chesterfield,MO,
119,237949,2017,Santa Ana,CA,
112,237956,2018,St. Louis,MO,
112,237956,2019,St. Louis,MO,
148,237960,2019,San Diego,CA,
205,237964,2018,San Diego,CA,
197,237964,2019,San Diego,CA,
209,237967,2017,San Diego,CA,
161,237969,2019,San Diego,CA,
149,237971,2017,Del Mar,CA,
166,237974,2019,San Diego,CA,
119,237975,2017,Carlsbad,CA,
162,237976,2017,San Diego,CA,
162,237979,2017,San Diego,CA,
171,237979,2019,San Diego,CA,
204,237984,2018,La Jolla,CA,
211,237984,2019,La Jolla,CA,
119,237986,2017,East Syracuse,NY,
99,237990,2017,Stow,OH,
125,237995,2019,Savannah,GA,
158,237998,2017,San Antonio,TX,
129,238000,2019,San Antonio,TX,
99,238003,2019,San Antonio,TX,
116,238005,2017,San Antonio,TX,
112,238005,2019,San Antonio,TX,
102,238007,2018,San Antonio,TX,
103,238007,2019,San Antonio,TX,
214,238012,2017,Goleta,CA,
99,238013,2018,Sayre,PA,
155,238024,2018,St. Louis,MO,
128,238024,2019,Saint Louis,MO,
95,238027,2018,Schertz,TX,
89,238030,2017,State College,PA,
229,238039,2017,Brisbane,CA,
129,238049,2019,Louisville,KY,
142,238050,2017,Louisville,KY,
249,238052,2019,Scottsdale,AZ,
245,238053,2018,Scottsdale,AZ,
245,238053,2019,Scottsdale,AZ,
189,238055,2019,Scottsdale,AZ,
199,238058,2017,Scottsdale,AZ,
209,238058,2019,Scottsdale,AZ,
249,238061,2017,Burlingame,CA,
135,238067,2017,Lynnwood,WA,
143,238067,2019,Lynnwood,WA,
121,238068,2017,Lynnwood,WA,
164,238069,2017,Issaquah,WA,
164,238069,2019,Issaquah,WA,
99,238076,2019,Sandy,UT,
162,238079,2019,San Diego,CA,
109,238084,2017,Chesterfield,MO,
249,238088,2019,Daly City,CA,
240,238089,2019,Burlingame,CA,
217.5,238091,2018,Emeryville,CA,
245,238091,2019,Emeryville,CA,
139,238098,2019,Tukwila,WA,
310,238099,2017,San Francisco,CA,
330,238099,2018,San Francisco,CA,
302,238099,2019,San Francisco,CA,
109,238100,2017,Seattle,WA,
252,238101,2019,San Francisco,CA,
119,238111,2019,San Antonio,TX,
245,238319,2017,San Francisco,CA,
169,238433,2017,Bellevue,WA,
146,238438,2018,Tacoma,WA,
139,238440,2017,Portland,OR,
178.5,238511,2017,Sunnyvale,CA,
138,238531,2018,Armonk,NY,
138,238531,2019,Armonk,NY,
939,238621,2018,Park City,UT,
165,238630,2018,Columbia,SC,
135,238631,2017,Akron,OH,
104,238638,2019,Medina,OH,
99,238656,2017,Carrollton,GA,
99,238656,2019,Carrollton,GA,
99,238659,2017,Akron,OH,
109,238660,2017,Mount Pleasant,SC,
135,238662,2019,North Charleston,SC,
124,238667,2017,North Charleston,SC,
179,238669,2017,Charleston,SC,
199,238669,2018,Charleston,SC,
103,238671,2018,Charlottesville,VA,
104,238675,2017,Wood Dale,IL,
119,238678,2017,Schaumburg,IL,
134,238679,2017,Skokie,IL,
111,238680,2019,Schaumburg,IL,
99,238682,2019,Schaumburg,IL,
83,238685,2019,Oakbrook Terrace,IL,
219,238687,2018,Chicago,IL,
87,238687,2019,Chicago,IL,
95,238689,2019,Oak Brook,IL,
109,238690,2020,Naperville,IL,
115,238691,2019,Northbrook,IL,
105,238693,2017,Chicago,IL,
72,238693,2019,Chicago,IL,
145,238695,2017,Lombard,IL,
170,238698,2020,Chicago,IL,
94,238699,2017,Chicago,IL,
90,238699,2019,Chicago,IL,
109,238702,2019,Hoffman Estates,IL,
115,238703,2017,Gurnee,IL,
111,238703,2019,Gurnee,IL,
88.5,238704,2017,Elgin,IL,
109,238707,2017,Chicago,IL,
105,238707,2019,Chicago,IL,
139,238709,2017,Rosemont,IL,
113,238709,2019,Rosemont,IL,
88,238710,2019,Chicago,IL,
137,238715,2017,Skokie,IL,
112,238715,2019,Skokie,IL,
114,238719,2017,Arlington Heights,IL,
119,238721,2019,Addison,IL,
149,238730,2017,Cleveland,OH,
105,238742,2019,Cleveland,OH,
109,238746,2019,Beachwood,OH,
124,238747,2018,Beachwood,OH,
96,238754,2019,Cleveland,OH,
129,238756,2017,Independence,OH,
103,238756,2019,Independence,OH,
79,238758,2017,Independence,OH,
93,238758,2019,Independence,OH,
125,238760,2017,Mayfield Village,OH,
111,238769,2019,Charlotte,NC,
119,238774,2017,College Station,TX,
139,238775,2020,College Station,TX,
124,238779,2017,Solon,OH,
149,238789,2017,Charlotte,NC,
98,238790,2019,Charlotte,NC,
116,238792,2019,Charlotte,NC,
170,238794,2017,Charlotte,NC,
100,238795,2019,Charlotte,NC,
142,238798,2019,Mooresville,NC,
131,238800,2019,Charlotte,NC,
129,238801,2017,Charlotte,NC,
115,238802,2019,Charlotte,NC,
108,238805,2019,Urbana,IL,
109,238808,2017,Columbus,OH,
125,238810,2017,Columbus,OH,
122,238810,2019,Columbus,OH,
128,238813,2019,Columbus,OH,
178,238815,2019,Columbus,OH,
94,238816,2019,Dublin,OH,
97,238820,2019,Hilliard,OH,
108,238821,2019,Hilliard,OH,
141,238823,2019,Columbus,OH,
107,238826,2019,Dublin,OH,
131,238828,2019,Dublin,OH,
116,238831,2019,Columbus,OH,
92,238832,2019,Columbus,OH,
114,238834,2017,Corpus Christi,TX,
114,238837,2017,Corpus Christi,TX,
89,238840,2019,Castle Rock,CO,
99,238850,2019,Columbia,MO,
99,238851,2019,Columbia,MO,
99,238855,2017,Colorado Springs,CO,
109,238857,2018,Colorado Springs,CO,
97,238859,2017,Colorado Springs,CO,
118,238860,2019,Colorado Springs,CO,
109,238861,2017,Colorado Springs,CO,
141,238863,2018,Concord,CA,
149,238863,2019,Concord,CA,
122,238869,2019,Blue Ash,OH,
91,238877,2017,Cortland,NY,
144,238878,2019,Seattle,WA,
117,238881,2017,Carson,CA,
84,238884,2018,Columbus,GA,
84,238884,2019,Columbus,GA,
84,238885,2019,Columbus,GA,
84,238888,2017,Christiansburg,VA,
115,238889,2017,Cary,NC,
115,238889,2019,Cary,NC,
105,238898,2017,Corpus Christi,TX,
116,238904,2017,Cincinnati,OH,
137,238910,2017,Sharonville,OH,
119,238910,2019,Sharonville,OH,
104,238913,2017,Hebron,KY,
112,238917,2017,Florence,KY,
116.5,238923,2017,Charleston,WV,
129,238923,2019,Charleston,WV,
220,238927,2019,Charlotte,NC,
104,238928,2019,Cornelius,NC,
119,238931,2017,Cedar Rapids,IA,
309,239753,2017,Coral Gables,FL,
170,239998,2019,Torrance,CA,
131,240078,2019,Atlanta,GA,
126,240088,2019,Atlanta,GA,
132,240090,2019,Atlanta,GA,
124,240092,2019,Atlanta,GA,
126,240095,2019,Austin,TX,
139,240097,2019,Austin,TX,
129,240098,2019,Austin,TX,
139,240102,2017,Norcross,GA,
154,240117,2019,Nashville,TN,
99,240120,2019,Bloomington,IL,
99,240132,2017,Birmingham,AL,
107,240137,2019,Vestal,NY,
142,240143,2017,Stamford,CT,
131,240143,2019,Stamford,CT,
131.5,240156,2017,Westford,MA,
129,240156,2019,Westford,MA,
119,240160,2017,Norwood,MA,
141,240161,2017,Marlborough,MA,
153,240162,2019,Revere,MA,
146.67,240166,2017,Boise,ID,
126,240177,2019,Danbury,CT,
123,240178,2019,Davenport,IA,
89,240183,2017,Novi,MI,
116.5,240187,2017,Des Moines,IA,
169,240204,2019,Deerfield Beach,FL,
92,240215,2019,Plano,TX,
156,240223,2018,Fort Lauderdale,FL,
101,240229,2019,Fishkill,NY,
149,240230,2019,Fairfield,NJ,
174,240253,2017,Greenville,SC,
159,240258,2018,Wyoming,MI,
99,240266,2019,Gillette,WY,
119,240288,2019,Houston,TX,
119,240293,2017,Baytown,TX,
109,240296,2017,Hemet,CA,
98,240312,2017,Indianapolis,IN,
103,240313,2017,Indianapolis,IN,
129,240317,2018,Indianapolis,IN,
83,240331,2020,Thibodaux,LA,
119,240333,2017,Terre Haute,IN,
139,240333,2019,Terre Haute,IN,
90,240334,2018,Barboursville,WV,
106,240340,2019,Houston,TX,
109,240343,2017,Pearland,TX,
109,240364,2017,Lubbock,TX,
132,240366,2017,Cypress,CA,
142,240368,2018,Foothill Ranch,CA,
105,240403,2017,Midland,MI,
114,240403,2019,Midland,MI,
119,240408,2019,Milwaukee,WI,
124,240423,2017,Southaven,MS,
189,240425,2017,Memphis,TN,
119,240429,2017,Orlando,FL,
105,240431,2019,Orlando,FL,
101.5,240437,2017,Mchenry,IL,
117,240450,2017,Exton,PA,
129,240456,2017,Clute,TX,
94,240460,2017,Lima,OH,
171,240463,2019,New York,NY,
179,240466,2019,New York,NY,
150,240467,2019,Harrison,NJ,
129,240487,2017,Munster,IN,
92,240487,2020,Munster,IN,
93,240490,2019,Eagan,MN,
114,240504,2018,Mobile,AL,
121.26,240505,2017,Phoenixville,PA,
184,240515,2017,West Palm Beach,FL,
129,240533,2018,Norman,OK,
109,240548,2017,Chester,VA,
159,240552,2017,Morrisville,NC,
120,240552,2019,Morrisville,NC,
98,240561,2018,Freeport,ME,
86,240561,2019,Freeport,ME,
119,240565,2018,Smithfield,RI,
135,240565,2019,Smithfield,RI,
174,240573,2018,Parsippany,NJ,
169,240573,2019,Parsippany,NJ,
109,240581,2017,Pittsburgh,PA,
138,240587,2019,Saint Petersburg,FL,
118,240602,2017,Pittsburg,CA,
94,240610,2018,Youngstown,OH,
109,240623,2017,East Windsor,NJ,
168,240631,2019,Silver Spring,MD,
152,240635,2019,Herndon,VA,
110,240637,2019,Sterling,VA,
124,240638,2019,Chantilly,VA,
139,240645,2017,Ukiah,CA,
99,240646,2017,Victoria,TX,
95,240655,2019,Owasso,OK,
116,240701,2019,Raleigh,NC,
119,240703,2017,Princeton,NJ,
120,240703,2018,Princeton,NJ,
125,240703,2019,Princeton,NJ,
130,240704,2018,Richland,WA,
129,240707,2019,Frazer,PA,
118,240726,2017,Orlando,FL,
117,240726,2019,Orlando,FL,
136,240741,2019,Houston,TX,
89,240745,2017,Longview,TX,
109,240752,2017,Florence,SC,
123,240761,2019,Williamsville,NY,
114,240786,2017,Addison,IL,
224,240799,2019,Washington,DC,
119,240809,2019,Seffner,FL,
96,240818,2020,Rock Springs,WY,
124,240825,2019,Poughkeepsie,NY,
89,240827,2019,Cranberry Township,PA,
155,240842,2019,New York,NY,
114,240843,2019,Elizabeth,NJ,
150,240854,2017,Madison,WI,
108,240862,2019,Moline,IL,
126,240865,2017,Kansas City,MO,
110,240882,2017,Murfreesboro,TN,
135,240902,2017,Ithaca,NY,
126,240902,2019,Ithaca,NY,
85,240908,2020,Houma,LA,
109,240911,2018,Archdale,NC,
101,240919,2017,Harrisburg,PA,
82,240919,2019,Harrisburg,PA,
115,240930,2017,Grand Rapids,MI,
169,240939,2019,Estero,FL,
109,240945,2019,Frostburg,MD,
129,240949,2017,Eagle Pass,TX,
110,240949,2018,Eagle Pass,TX,
115,240950,2017,Fresno,CA,
155,240964,2018,Glendale,CO,
138,240964,2019,Glendale,CO,
121,240973,2017,Gonzales,LA,
109,240974,2017,Baton Rouge,LA,
158,240979,2017,Natick,MA,
149,240979,2019,Natick,MA,
179,240980,2017,Cambridge,MA,
119,240983,2019,Normal,IL,
110,240986,2017,Hoover,AL,
164,240997,2017,Alpharetta,GA,
122,241001,2017,Altoona,PA,
95,241006,2019,Athens,GA,
176,241019,2019,Arlington,VA,
152,241020,2019,Alexandria,VA,
159,241027,2019,Tampa,FL,
92,241043,2018,Wilson,NC,
147,241045,2017,Raleigh,NC,
150,241045,2019,Raleigh,NC,
92,241063,2017,Pell City,AL,
92,241063,2018,Pell City,AL,
92,241063,2019,Pell City,AL,
173,241074,2019,New York,NY,
175,241075,2017,New York,NY,
182,241075,2019,New York,NY,
134,241083,2017,Bloomington,MN,
119,241087,2017,Mobile,AL,
109,241090,2019,Brookfield,WI,
99,241104,2017,Lake City,FL,
149,241105,2019,Lincolnshire,IL,
100,241120,2019,Jacksonville,FL,
115,241133,2019,Findlay,OH,
109,241154,2017,Fort Worth,TX,
110,241154,2018,Fort Worth,TX,
99,241157,2017,Loveland,CO,
105,241173,2019,Louisville,CO,
126,241187,2020,Baltimore,MD,
107,241198,2019,Lawrenceville,GA,
114.5,241202,2017,Ann Arbor,MI,
131,241207,2017,York,PA,
126,241207,2018,York,PA,
131,241207,2019,York,PA,
89,241234,2017,Rochester,NY,
94,241249,2018,East Peoria,IL,
93,241251,2018,Panama City Beach,FL,
169,241251,2019,Panama City Beach,FL,
231,241267,2017,Mountain View,CA,
108,241275,2019,Burnsville,MN,
117,241276,2019,Mooresville,NC,
129,241280,2017,Middletown,NY,
115,241281,2018,Jackson,TN,
199,241285,2019,Coconut Grove,FL,
103,241300,2017,Lexington,KY,
99,241305,2017,Las Vegas,NV,
101,241307,2019,Overland Park,KS,
139,241308,2017,Joliet,IL,
149,241308,2018,Joliet,IL,
109,241309,2019,Jefferson City,MO,
89,241319,2018,Harrisonburg,VA,
87,241320,2020,Houston,TX,
109,241321,2017,Houston,TX,
101,241326,2019,Carlisle,PA,
249,241340,2017,Fort Lauderdale,FL,
143,241345,2019,Elmsford,NY,
129,241359,2019,Longmont,CO,
139,241375,2019,Franklin,TN,
129,241385,2019,Round Rock,TX,
112,241386,2019,Austin,TX,
174,241387,2019,Austin,TX,
104,241391,2017,Duluth,GA,
124,241392,2019,Atlanta,GA,
129,241393,2018,Ann Arbor,MI,
129,241397,2017,Albany,NY,
145,241411,2018,York,PA,
136,241413,2019,Hartford,CT,
110,241418,2019,Ashburn,VA,
189,241419,2019,Washington,DC,
141,241427,2019,Herndon,VA,
97,241444,2017,Glen Allen,VA,
129,241446,2017,Durham,NC,
126,241446,2019,Durham,NC,
114,241448,2019,Durham,NC,
134,241449,2019,Raleigh,NC,
133,241453,2018,Princeton,NJ,
140,241453,2019,Princeton,NJ,
142,241455,2018,Dover,NJ,
119,241456,2019,Phoenix,AZ,
119,241458,2017,Pensacola,FL,
127,241459,2019,Phoenix,AZ,
106,241460,2017,Chandler,AZ,
159,241462,2019,Malvern,PA,
169,241463,2017,Beaverton,OR,
142,241475,2019,Fairfield,CA,
219,241477,2017,Newark,CA,
209,241477,2019,Newark,CA,
154,241482,2018,Madison,WI,
156,241486,2018,Plainview,NY,
113,241490,2018,Memphis,TN,
129,241490,2019,Memphis,TN,
94,241491,2017,Mcallen,TX,
119,241492,2017,Medford,OR,
119,241493,2019,Memphis,TN,
167,241494,2019,East Rutherford,NJ,
140,241498,2017,Orlando,FL,
89,241499,2017,Laredo,TX,
158.5,241501,2017,Mahwah,NJ,
145,241501,2019,Mahwah,NJ,
126,241502,2017,Lake Mary,FL,
116,241510,2019,Las Vegas,NV,
122,241517,2017,Indianapolis,IN,
127,241523,2019,Houston,TX,
179,241542,2017,Phoenix,AZ,
127,241547,2017,Lexington,KY,
125,241547,2018,Lexington,KY,
101,241550,2019,Georgetown,KY,
184,241552,2019,El Segundo,CA,
140,241556,2019,Ponte Vedra Beach,FL,
115,241562,2019,Ashburn,VA,
129,241563,2019,Shelton,CT,
119,241566,2017,Huntsville,AL,
112,241567,2018,Nanuet,NY,
108,241567,2019,Nanuet,NY,
155,241568,2019,Houston,TX,
133,241569,2017,Houston,TX,
135,241569,2019,Houston,TX,
95,241569,2020,Houston,TX,
115,241571,2018,Green Bay,WI,
99,241576,2019,Annapolis,MD,
129,241577,2017,Linthicum,MD,
129,241580,2017,Baton Rouge,LA,
121,241581,2019,Cheektowaga,NY,
119,241583,2017,Beaumont,TX,
159,241585,2019,Burlington,MA,
169,241588,2017,Nashville,TN,
132,241592,2018,Bloomington,IN,
119,241595,2017,Birmingham,AL,
159,241597,2017,Austin,TX,
139,241597,2018,Austin,TX,
148,241597,2019,Austin,TX,
145,241601,2017,Kennesaw,GA,
134,241602,2018,Duluth,GA,
145,241602,2019,Duluth,GA,
149,241603,2017,Duluth,GA,
139,241603,2018,Duluth,GA,
115,241603,2019,Duluth,GA,
145,241605,2017,Atlanta,GA,
145,241605,2019,Atlanta,GA,
119,241624,2017,Valencia,CA,
140,241630,2017,Tucson,AZ,
164,241638,2018,Fort Myers,FL,
142,241640,2020,Perrysburg,OH,
126,241641,2019,Tallahassee,FL,
104,241643,2017,Tifton,GA,
125,241648,2019,Reno,NV,
114,241650,2017,Glen Allen,VA,
112,241650,2019,Glen Allen,VA,
129,241652,2017,Sandston,VA,
129,241655,2019,Durham,NC,
112,241657,2018,Freeport,ME,
109,241657,2019,Freeport,ME,
162,241664,2017,Philadelphia,PA,
159,241664,2019,Philadelphia,PA,
144,241665,2017,Fort Washington,PA,
133,241665,2019,Fort Washington,PA,
139,241672,2017,Lake Oswego,OR,
159,241672,2019,Lake Oswego,OR,
160,241673,2017,Beaverton,OR,
195,241675,2018,Portland,OR,
219,241677,2017,Palm Beach Gardens,FL,
148,241678,2017,Arcadia,CA,
132,241679,2017,Mukilteo,WA,
109,241682,2017,Orlando,FL,
129,241683,2019,Orlando,FL,
119,241684,2017,Lake Mary,FL,
101,241685,2019,Orlando,FL,
113,241686,2019,Orlando,FL,
130,241687,2019,Virginia Beach,VA,
102,241690,2019,Newport News,VA,
99,241691,2019,Schaumburg,IL,
115,241692,2020,Warrenville,IL,
162,241693,2019,Lake Forest,IL,
139,241695,2017,Des Plaines,IL,
136.92,241698,2017,Omaha,NE,
129,241698,2019,Omaha,NE,
119,241699,2019,Oklahoma City,OK,
102,241701,2019,Oklahoma City,OK,
181,241704,2019,New York,NY,
177,241706,2017,New York,NY,
171,241707,2017,New York,NY,
122,241712,2017,Kenner,LA,
131,241713,2017,New Orleans,LA,
142,241716,2018,Maple Grove,MN,
121,241719,2019,Bloomington,MN,
109,241720,2018,Missoula,MT,
149,241721,2019,Middleton,WI,
126,241727,2018,West Monroe,LA,
126,241727,2019,West Monroe,LA,
115,241730,2019,Milwaukee,WI,
99,241731,2019,Oconomowoc,WI,
165,241732,2019,Miami,FL,
119,241741,2019,Merrillville,IN,
129,241741,2020,Merrillville,IN,
196,241748,2019,Livermore,CA,
117,241751,2017,Las Vegas,NV,
130,241751,2019,Las Vegas,NV,
114,241753,2017,Kansas City,KS,
109,241753,2019,Kansas City,KS,
155,241755,2019,Jamaica,NY,
124,241758,2017,Gainesville,FL,
117,241760,2019,Danbury,CT,
148.5,241761,2017,Irving,TX,
126,241761,2019,Irving,TX,
137,241763,2017,Richardson,TX,
114,241764,2019,Dallas,TX,
106,241765,2018,Duncanville,TX,
120,241765,2020,Duncanville,TX,
102,241766,2019,Allen,TX,
130,241772,2017,Bozeman,MT,
120,241772,2018,Bozeman,MT,
124,241773,2018,Billings,MT,
125,241776,2017,Bangor,ME,
140,241779,2019,Glastonbury,CT,
155,241781,2019,Austin,TX,
129,241782,2018,Wilkes-barre,PA,
143,241783,2017,Atlanta,GA,
155,241784,2019,Boca Raton,FL,
179,241785,2017,Atlanta,GA,
152,241785,2019,Atlanta,GA,
111,241790,2018,Saratoga Springs,NY,
115,241790,2019,Saratoga Springs,NY,
142,241791,2017,Albany,NY,
125,241791,2019,Albany,NY,
118,241798,2017,Albuquerque,NM,
124,241799,2017,Albany,GA,
119,241806,2017,Madison,MS,
146,241809,2017,Ronkonkoma,NY,
121,241811,2019,Indianapolis,IN,
146,241815,2017,Frederick,MD,
127,241819,2017,Houston,TX,
113,241819,2019,Houston,TX,
140,241821,2019,Houston,TX,
125,241822,2017,Pearland,TX,
149,241824,2019,Houston,TX,
132,241824,2020,Houston,TX,
109,241828,2018,Great Falls,MT,
129,241830,2018,Greensboro,NC,
116,241830,2019,Greensboro,NC,
159,241831,2019,Fort Wayne,IN,
113,241833,2018,Fort Worth,TX,
120,241833,2019,Fort Worth,TX,
184,241836,2017,Miramar,FL,
186,241836,2019,Miramar,FL,
189,241837,2017,Dania,FL,
144,241840,2017,Fayetteville,NC,
132,241841,2017,Clovis,CA,
104,241842,2019,Bentonville,AR,
139,241843,2017,Staten Island,NY,
145,241844,2019,Rockaway,NJ,
136,241845,2019,Secaucus,NJ,
133,241847,2019,Edison,NJ,
235,241849,2018,Bridgewater,NJ,
203,241849,2019,Bridgewater,NJ,
149,241850,2017,El Paso,TX,
149,241850,2018,El Paso,TX,
109,241851,2019,Evansville,IN,
129,241852,2017,Elko,NV,
111,241858,2017,Southfield,MI,
135,241861,2019,Frisco,TX,
139,241862,2017,Romulus,MI,
135,241863,2019,Novi,MI,
165,241864,2017,Denver,CO,
152,241864,2018,Denver,CO,
151,241866,2018,Highlands Ranch,CO,
172,241867,2018,Denver,CO,
129,241871,2018,Aurora,CO,
140,241871,2019,Aurora,CO,
196,241872,2019,Vienna,VA,
319,241874,2018,Washington,DC,
165,241876,2019,Arlington,VA,
129,241877,2018,Dayton,OH,
97,241878,2019,Dubuque,IA,
109,241888,2019,Fort Worth,TX,
117,241893,2017,Fort Collins,CO,
120.99,241894,2019,Somerset,NJ,
100,241895,2018,Sioux Falls,SD,
135,241899,2019,Mount Laurel,NJ,
265,241900,2017,Laguna Beach,CA,
840.5,241901,2017,San Francisco,CA,
149,241909,2017,Littleton,CO,
114,241912,2019,Plano,TX,
89,241922,2017,Daytona Beach,FL,
124,241923,2019,Addison,TX,
91,241928,2017,Brownsville,TX,
159,241930,2018,Boulder,CO,
152,241930,2019,Boulder,CO,
141,241935,2017,Brentwood,TN,
139,241940,2018,Birmingham,AL,
199,241942,2018,Baltimore,MD,
119,241947,2017,Austin,TX,
141,241948,2019,Austin,TX,
145,241952,2017,Alpharetta,GA,
135,241954,2018,Atlanta,GA,
135,241954,2019,Atlanta,GA,
145,241961,2019,Albany,NY,
170,241962,2017,Agoura Hills,CA,
152,241962,2019,Agoura Hills,CA,
114,241990,2017,Joplin,MO,
115,241997,2019,Eagan,MN,
110,242000,2017,Minneapolis,MN,
110,242000,2019,Minneapolis,MN,
139,242005,2017,Houston,TX,
125,242005,2019,Houston,TX,
124.5,242008,2017,Fort Collins,CO,
128,242009,2019,Lewisville,TX,
115,242013,2019,Round Rock,TX,
136,242014,2018,Worcester,MA,
99,242015,2018,Ames,IA,
114,242017,2017,Virginia Beach,VA,
140,242017,2018,Virginia Beach,VA,
110,242022,2017,Chicago,IL,
155,242023,2018,Omaha,NE,
126,242023,2019,Omaha,NE,
249,242032,2019,New York,NY,
205,242034,2017,New York,NY,
345,242034,2018,New York,NY,
179,242034,2019,New York,NY,
129,242040,2019,Lisle,IL,
155,242044,2017,New Orleans,LA,
150,242044,2019,New Orleans,LA,
174,242045,2017,New Orleans,LA,
130,242045,2019,New Orleans,LA,
159,242046,2017,Kenner,LA,
140,242046,2020,Kenner,LA,
137,242048,2019,Bloomington,MN,
147,242049,2019,Minneapolis,MN,
161,242050,2018,Bloomington,MN,
147,242050,2019,Bloomington,MN,
175,242051,2018,Madison,WI,
154,242054,2017,Melbourne,FL,
148,242056,2017,Milwaukee,WI,
108,242056,2019,Milwaukee,WI,
179,242057,2019,Miami,FL,
119,242061,2018,Miami,FL,
175,242061,2019,Miami,FL,
134,242065,2017,Mesa,AZ,
158,242065,2018,Mesa,AZ,
159,242066,2019,Kansas City,MO,
198,242067,2019,Mclean,VA,
149,242069,2017,Kansas City,MO,
120,242069,2019,Kansas City,MO,
189,242072,2017,Long Beach,CA,
125,242074,2017,Lexington,KY,
104,242074,2019,Lexington,KY,
162,242077,2019,San Gabriel,CA,
169,242078,2017,Los Angeles,CA,
181,242078,2018,Los Angeles,CA,
285,242079,2019,Beverly Hills,CA,
129,242080,2017,Las Vegas,NV,
120,242081,2017,Las Vegas,NV,
125,242088,2017,Knoxville,TN,
112,242091,2019,Jackson,MS,
163,242092,2018,Melville,NY,
179,242092,2019,Melville,NY,
